App ID,App Name,RandomID,Email,Paket,Buchungsdatum,native,iOS Audience,Android Audience,Gesamt Audience,Transaktionen,ModuleEmails,Neue Besucher,Wiederkehrende Besucher,Besucher Gesamt,Gesendete PN,Submission Service Apple,Submission Service Google,Submission Service Amazon,AppStore URL,Google Play URL,Last Publish Date,TEXT,MAP,COUPON,GALLERY,NEWSCENTER,EVENTS,CONTACT,SUBMENU,SUBMENU_SEPARATOR,RESERVATION,VIDEO,USER_MODULE,RESERVATION2,RESERVATION3,RESERVATION4,COLLECTION_PRODUCT,COLLECTION_MENU,COLLECTION_BRANCH,BUSINESS_HOURS,PDF,TABLE_RESERVATION,FORMS,EXTERNAL_SERVICE_APPOINTMENT,WEBSITE,EXTERNAL_SERVICE_REVIEW,STAMPCARD,Eingelöste Stempelkarten,Stempelkartennutzer,Insgesamt verteilte Stempel,Gesamt Nutzer
,,2802631b-1d73-41cd-9911-6637f060ea53,,,,,16,16,32,0,0,158,-6,152,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0675ea6f-91e8-4d87-91ce-a90153e77f26,,,,,6,1,7,0,0,12,0,12,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ec5c592b-a48b-40ed-8b98-c39237cc93bd,,,,,50,13,63,0,0,14,6,20,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8b8d1a43-6d73-46b0-b3ba-170cf0b11e72,,,,,2,2,4,0,0,3,-3,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1c5f10c7-2ea5-4154-b396-17b7bebf8b4d,,,,,10,5,15,0,0,6,-2,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7e6b8ab7-73b5-4bff-bcde-8e253544e93e,,,,,4,4,8,0,0,4,0,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0e291ba7-8283-45a9-9e62-a1def94f27ac,,,,,7,6,13,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f600056d-749b-4b52-bba6-b3c0987cc374,,,,,10,8,18,0,0,57,22,79,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,607bce63-6651-4032-89fa-0e9ee4069c22,,,,,5,5,10,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7569a471-f864-4681-b6b0-1e3c51c3e65e,,,,,137,17,154,0,6,55,-19,36,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b4217183-a486-48c2-9a4d-0690d05151da,,,,,61,142,203,0,0,78,168,246,76,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,955d36db-628f-47bf-a2d3-ebc82194a43c,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09b524d5-b536-405b-bedd-8626c8da6fd4,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14e20437-b422-475b-8021-0280f6853890,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b4cc201c-7a12-4187-90d8-b9a0e728e58d,,,,,0,0,0,0,0,5,-2,3,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,cd4a3c18-c282-45db-9d26-c79f7f49b978,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f6955f01-fd32-4db2-ac7b-b17bc6d89dbf,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7d7daf64-5483-4852-aa47-2254e9939769,,,,,0,0,0,0,0,2,-2,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,fb47076d-d3a6-42cc-92f7-e5be02c35eb9,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,af9fa13b-d61d-4c82-8c6e-6953e5dece5e,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8abb2071-7d66-4b86-9288-96d0374a2a96,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,229ffaf0-00ce-4490-a615-2805a92bdb90,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,49acc2e5-dd26-4c5c-9926-926037dd4c9b,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d491231-f8d3-4870-b355-559462c1cffb,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,a702ee3d-5377-48cc-8471-00aa4faa53a0,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4429234f-3af8-4718-9f06-f5f87149234d,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4faba0e9-596c-43c7-993c-80600c1f6bde,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ad45bcca-1f71-4a6f-962f-6a6f661b7952,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7fcffaff-2e2b-4e82-9053-15f5cfdb1196,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,024599ae-ec06-4a95-87d4-cee3f76281b4,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,75eda67b-dee7-4cb0-8bca-03549669b938,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,58768c02-365d-457d-b663-4e47c14c459c,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,74cfc0d3-7493-4f28-ba23-320c194a9194,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1a66ef67-60fc-40a0-9a87-08362fc708fd,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,af2c9c1e-a592-40c6-9a72-21b67ac1c5f9,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,476bf856-a3a3-4858-b4d0-1a481a9981e4,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ff9f82dc-f3b1-4ca9-840b-a8fdbb0422ec,,,,,0,0,0,0,0,59,18,77,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b8844904-d279-443d-91ca-a8d1ed1c97b2,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b2f313c6-4f39-42e6-9455-f9048c162b51,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,745d21b2-e2aa-4a55-9813-f1c7ae9566b6,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8ea2dba4-2712-4833-a382-6a7bb8b8c08f,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b2978e26-a150-473b-a0b8-0fd618b6a4ae,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,93c21c14-5b30-4045-93d4-da9e22314338,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9a841a6e-1b67-49d8-b3d0-e98d9d708739,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4586c0b4-5ee5-45ea-bde5-d10782ea7e78,,,,,305,330,635,0,0,34,92,126,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,791f2862-ee56-453d-ad83-0b249232a908,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2d9498ad-8f77-4121-b9af-0a86f9d1946b,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9b0754f7-451f-4081-a85f-edf52dd1b922,,,,,23,33,56,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,82437217-6119-440f-af81-1d7436dabc08,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,78f91ab9-21d4-4e41-91ee-ad4a478e9256,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,68f23f98-ab3d-4d36-a599-e2e1ef875ba6,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b4ea5b6a-9029-4b53-9a09-07fe278f33bb,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0c378a46-dfc4-4174-ba27-7324632dabba,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b60a144e-76c0-45f9-8821-9895278ce131,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0b9e1c19-3490-4885-88bb-2d162863ba0b,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,010084b9-0a25-482c-89d5-6ddf6926a554,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,388d3fb4-83a9-4865-9016-a314dfbd7b3f,,,,,96,175,271,0,31,900,623,1523,2,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b46f7c71-d49e-4a2e-a920-cbc46deae3df,,,,,56,118,174,0,1,318,132,450,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944c16a0-009d-4f3d-82ba-b03d6cfbf0e9,,,,,84,406,490,0,0,43,54,97,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7e3bfd9e-6576-4aaf-86d4-3c8fc91539f9,,,,,105,162,267,0,0,46,563,609,6,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23cd0def-c5d7-4fa3-aaa5-080617934d6e,,,,,23,11,34,0,0,24,31,55,4,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,bd502de0-02b5-4d95-ae6f-0255aa75d7d1,,,,,3,11,14,0,0,127,1,128,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ec1a1188-208c-410a-a933-6a0f7701e0ec,,,,,25,16,41,0,0,9,13,22,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,fb8cb90e-130b-4f53-a422-6f6613d0b957,,,,,18,35,53,0,0,157,42,199,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,208b8f23-76bf-40df-9efc-ff6c1dc2d78f,,,,,44,52,96,0,0,8,14,22,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,d8ce98a5-0782-4d17-8c4d-8b62c30d845c,,,,,57,279,336,0,0,389,804,1193,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,970f3709-d946-47f3-ab5e-5869891a2e41,,,,,0,0,0,0,0,0,2,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,483cb6fb-0ef5-4153-8c42-1aec00ea253f,,,,,20,4,24,0,0,2,3,5,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,c52cb3ca-e096-4a96-8acf-4b5a4b6eb578,,,,,0,0,0,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,72b966fd-e2f1-467a-9204-b639d3593d9a,,,,,0,0,0,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2a75a858-3236-459f-b4dc-cdc03ab21927,,,,,17,3,20,0,0,4,0,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b2639626-ea17-4f3b-80b7-0932062808cb,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23e76c5b-1342-425b-b87e-63f34ed22be1,,,,,0,0,0,0,0,0,18,18,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4de62065-0f2b-45ed-84fc-287df0100ada,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,53bbb532-63c6-4d9c-99b3-e46aaf7040ca,,,,,0,0,0,0,0,2,2,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17668604-a9ac-4ecb-91bf-160719f219c6,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,91527cb5-e040-4696-be5a-00a5f9394127,,,,,0,0,0,0,0,4,0,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5749fee6-2224-4898-adb0-3f77078e2d0d,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07592d7f-707d-4ed1-b011-2800ce7e9cea,,,,,0,0,0,0,0,4,6,10,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7dfc8775-b3dc-4037-b45a-aa4a3cc832eb,,,,,0,0,0,0,0,6,0,6,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ea60a127-1410-47d6-a7e9-5f0f2bce8d5b,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,e93fb493-efac-43ee-bf69-6f3729da573c,,,,,0,0,0,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,50c6b273-f9b2-4978-b000-aa2a2bae0e9c,,,,,0,0,0,0,0,4,0,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f477d7aa-9491-438c-a840-0e397ade011c,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,c19a5c03-766a-491d-bb12-b59aaa5e5ba5,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2fd3a6c0-f5ad-42fe-b7f8-8c4c21a8fb3c,,,,,0,0,0,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f675242f-5550-4665-bb6a-860b90b60936,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,721e7bfb-f4f5-4076-aa4f-5bb11da99d90,,,,,0,0,0,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,c534d31b-29a6-4361-b228-8fecef5effe2,,,,,6,12,18,0,0,20,2,22,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,e86632fe-1b59-41b6-9567-4c7d0bed0f5d,,,,,40,48,88,0,1,10,6,16,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7b5a9d59-6ada-4a02-9a9d-3ebacb82cf27,,,,,12,11,23,0,0,4,4,8,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,db547142-778b-416e-8b88-92896e680015,,,,,0,0,0,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,99efffde-70e0-4a34-a46b-57518ead6298,,,,,10,3,13,0,0,4,0,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,38886ffe-c20d-4825-9bf1-800aa12ee55f,,,,,23,68,91,0,0,33,61,94,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2a6e7653-46ad-4043-9687-81a268f76d98,,,,,35,14,49,0,0,2,6,8,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968a5dea-7821-401e-9f40-801c5911832c,,,,,19,21,40,0,0,12,4,16,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ad29db70-4017-4c3d-858c-707537c90ba3,,,,,0,5,5,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,a04d30ff-33ec-463e-bf3b-6b5f709ac385,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1c37d94b-2dcc-4137-93c7-07ad32be96c0,,,,,0,0,0,0,0,8,4,12,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,70880373-7ebd-4930-a133-cd28025bb799,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,a6e4aada-18f5-4bff-aee1-4aa376435670,,,,,0,0,0,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9dfa3468-5ebb-4c00-85e4-798aefc73952,,,,,0,0,0,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,90809181-bfda-4b0d-95ad-c64e88022d6c,,,,,18,41,59,0,0,4,6,10,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,261df90d-da75-4184-af96-994a9ff72bbc,,,,,3,1,4,0,0,2,2,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,e91a2839-b79c-4efd-9f22-44d2aca59207,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7e106400-d869-41dc-bbb8-20f46dea264b,,,,,8,9,17,0,0,6,0,6,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8eb78793-5a26-4a44-a520-9d6e8984a434,,,,,5,1,6,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3d3aed1c-3d1a-4ddc-b2f3-adb25d0ed8aa,,,,,8,15,23,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ec0048f3-60d5-449f-87c8-035539777033,,,,,10,50,60,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,a54649b6-2fa9-4234-86e2-611d92449a6f,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3528d48f-2f40-458c-9bbf-633dee80ab61,,,,,0,0,0,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,c1cd39f0-ad67-46c9-ab59-f84368aad800,,,,,0,0,0,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,cc0c7c38-39cc-4826-8774-7c390bb25289,,,,,5,0,5,0,0,2,5,7,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,92ce7941-c5bc-4db5-ba76-6433610ea9ed,,,,,0,0,0,0,0,0,2,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,dbdf50c6-a8f8-48df-a2cb-1603dd25b8d3,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,c54c9df0-a6ca-48ae-8ac0-8320201e1d90,,,,,0,0,0,0,0,4,0,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ad681883-bbcd-464d-bc08-0c28b328e77c,,,,,0,0,0,0,0,0,7,7,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40fb4513-545b-4962-9250-972203f2f0e4,,,,,40,9,49,0,0,4,8,12,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1f3b9d6f-1856-40e1-b221-ba6bf30b9066,,,,,28,121,149,0,0,14,0,14,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7150c988-d949-4c12-934a-e0384450f166,,,,,0,0,0,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,a5a0f89f-cfe8-476a-a68c-7af5282849c3,,,,,38,16,54,0,0,4,2,6,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,86c64569-9627-4ca6-86bb-fda8b4973da4,,,,,0,0,0,0,0,2,2,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,63e3d3e9-d972-4623-97a3-27e152b86481,,,,,16,52,68,0,1,8,93,101,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2cc52ceb-570c-4cb6-9685-3c83f02385fa,,,,,9,30,39,0,0,6,0,6,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,da731098-213c-41b9-9aac-082a5d131b77,,,,,17,33,50,0,0,296,91,387,4,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3f2d5b7a-b833-4a66-aa0a-a8fcb8e1033d,,,,,44,73,117,0,0,9,-3,6,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,c36ebb5f-e811-4dcd-8c94-23f3d03f1d21,,,,,9,12,21,0,0,2,6,8,2,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,a3f87d0d-cdc7-477a-8652-1da112c70433,,,,,1,2,3,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2f208ab3-0982-4016-9c1e-89ce26e31f5c,,,,,0,0,0,0,0,4,6,10,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6d1c240e-df6e-4c38-9019-6d69ff0d8d11,,,,,1,8,9,0,0,2,2,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29f828bd-a1a3-4262-9b47-de792958c4da,,,,,4,3,7,0,0,0,2,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0708e4e8-25b1-4d82-bf0c-4d18c22905f3,,,,,56,121,177,0,0,16,270,286,138,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6ee365e0-7e8e-4fd1-800e-02d197dfd9e9,,,,,6,16,22,0,0,50,23,73,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,a88346c5-2242-424a-b3ea-b0a1fd47d2b9,,,,,58,96,154,0,0,30,80,110,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,cb2159f2-e908-424e-988e-d7b68e416b34,,,,,2,6,8,0,0,14,4,18,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33479453-bed3-4fa0-81b7-afcefd717f72,,,,,98,89,187,0,0,51,8,59,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ffa2da34-6706-4df4-ab72-185eec852fca,,,,,0,6,6,0,0,2,2,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ed41422d-f16c-4a74-b056-747040f95385,,,,,0,3,3,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,e25ace44-d1c0-4dad-b8fa-2f0d4baabcc1,,,,,18,20,38,0,0,23,137,160,6,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13c50079-5c9d-4f6a-adfb-c41ed5aece29,,,,,1,2,3,0,1,4,2,6,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7a7728ee-0475-45ae-92ce-27ba3eda5c9d,,,,,13,41,54,0,0,2,2,4,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7145f70c-2514-448c-a2d5-a19d5685e814,,,,,2,2,4,0,0,2,0,2,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,327371ef-f96c-4582-9545-04a8723b80ad,,,,,0,0,0,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,e11e5d68-2e80-48be-935f-d81f7dd28f4c,,,,,0,1,1,0,0,0,0,0,0,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12e8c572-2c29-4100-b6f9-8da68c119436,,,,,22,42,64,0,0,8,2,10,5,,,,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
