App ID,App Name,RandomID,Email,Paket,Buchungsdatum,native,iOS Audience,Android Audience,Gesamt Audience,Transaktionen,ModuleEmails,Neue Besucher,Wiederkehrende Besucher,Besucher Gesamt,Gesendete PN,Submission Service Apple,Submission Service Google,Submission Service Amazon,AppStore URL,Google Play URL,Last Publish Date,TEXT,MAP,COUPON,GALLERY,NEWSCENTER,EVENTS,CONTACT,SUBMENU,SUBMENU_SEPARATOR,RESERVATION,VIDEO,USER_MODULE,RESERVATION2,RESERVATION3,RESERVATION4,COLLECTION_PRODUCT,COLLECTION_MENU,COLLECTION_BRANCH,BUSINESS_HOURS,PDF,TABLE_RESERVATION,FORMS,EXTERNAL_SERVICE_APPOINTMENT,WEBSITE,EXTERNAL_SERVICE_REVIEW,STAMPCARD,Eingelöste Stempelkarten,Stempelkartennutzer,Insgesamt verteilte Stempel
,,c6c91737-5419-4b4e-bbf2-11b695a95036,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,
,,73098d3c-ffab-4178-b034-5c419d8b595f,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,,
,,54cdfc37-0879-457b-9b52-d84458c8226c,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,
,,6ed6a451-6b84-4cd7-ada9-4f1c68c09a6a,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,
,,7c130327-316d-40ab-9087-1b4203f7a089,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,,
,,33cfb72e-b9d8-42f2-b30a-12c386695aa7,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,
,,37602963-2025-4473-99f8-7e042a5237b3,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
,,c154a752-ace5-493a-a0ad-a16a1938add6,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,,
,,1b75c27f-d54b-4734-aea9-69064a43fb77,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,,,
,,756cd365-cc5f-4526-9466-46ae485cf2f1,,,,,,,,,,,,,,,,,,,,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
,,fc3ae5af-5383-43da-b620-16076cc5637d,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,3753f771-73ad-476c-9c0d-73b683c84046,,,,,,,,,,,,,,,,,,,,27,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,76b9d414-2cbf-4364-9b2f-ab86d0f63bae,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,
,,15024267-666f-4271-8bfe-bd988b9dd43b,,,,,,,,,,,,,,,,,,,,1,1,0,1,2,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
